docker compose -f docker/docker-compose.dev.yml logs --tail=100 | grep "error"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:41:54.327Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:41:55.327Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:42:24.326Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:42:25.326Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:42:54.328Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:42:55.330Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:43:24.408Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:43:25.408Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:43:54.416Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:43:55.416Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:44:24.418Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:44:25.418Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:44:54.418Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:44:55.418Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:45:24.417Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:45:25.417Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:45:54.417Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:45:55.418Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:46:24.418Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:46:25.418Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:46:54.421Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:46:55.421Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:47:24.414Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:47:25.414Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:47:54.422Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:47:55.421Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:48:24.424Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:48:25.424Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:48:54.427Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:48:55.428Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:49:24.429Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:49:25.429Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:49:54.430Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:49:55.430Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:50:24.433Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:50:25.434Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:50:54.437Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:50:55.437Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:51:24.431Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:51:25.431Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:51:54.434Z level=ERROR source=collector.go:175 msg="Error opening connection to database" err="error querying postgresql version: pq: database \"friendly_aep_dev\" does not exist"
friendly-aep-dev-postgres-exporter  | time=2026-04-15T22:51:55.434Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="Error opening connection to database (postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable): pq: database \"friendly_aep_dev\" does not exist" dsn="postgresql://friendly:PASSWORD_REMOVED@postgres:5432/friendly_aep_dev?sslmode=disable"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:27.076479935Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:27.223201321Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:27.497004346Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:28.112000918Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:37.314348476Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:47.005989969Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:38:59.177448783Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:39:14.903744539Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:39:30.013803231Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:39:47.622406362Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:39:47.622435242Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:39:56.670115362Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:04.861343417Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:13.223817152Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:21.628651051Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:22.818521973Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.5:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:33.733044422Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:40:47.669556383Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:41:05.21820166Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:41:21.719096258Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:41:36.314193048Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:41:36.314224416Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:41:45.363680021Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:41:53.565059945Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:42:01.943535762Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:42:10.360496574Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:42:19.763090829Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:42:29.885105639Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:42:43.887974748Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:00.053386422Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:16.650509476Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:28.973960822Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.13:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:43:28.973991439Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.13:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:30.051421414Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.13:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:30.17674894Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp 172.19.0.13:3100: connect: connection refused"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:40.422111429Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": context deadline exceeded"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:49.069825012Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:43:58.51035658Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:44:09.173637292Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:44:21.624754391Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:44:37.571562951Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:44:54.464198189Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:10.240259107Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:45:10.240299588Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:19.253074093Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:27.450238112Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:35.692021605Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:44.184944874Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:45:53.424813485Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:46:03.512372862Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:46:16.907778571Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:46:34.873060673Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:46:50.935563296Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:07.79003484Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=error ts=2026-04-15T22:47:07.790074005Z caller=client.go:430 component=client host=loki:3100 msg="final error sending batch" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
friendly-aep-dev-promtail           | level=warn ts=2026-04-15T22:47:16.851163726Z caller=client.go:419 component=client host=loki:3100 msg="error sending batch, will retry" status=-1 tenant= error="Post \"http://loki:3100/loki/api/v1/push\": dial tcp: lookup loki on 127.0.0.11:53: server misbehaving"
